ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov
156	7338	1	1	0.000000	13.890978	13.890978	0.000000	0.000000
157	22540	1	1	0.000000	13.662378	13.662378	0.000000	0.000000
158	7017	1	1	0.000000	13.931595	13.931595	0.000000	0.000000
159	2099	1	1	0.000000	13.689852	13.689852	0.000000	0.000000
160	8125	1	1	0.000000	13.784492	13.784492	0.000000	0.000000
161	16592	1	1	0.000000	13.961005	13.961005	0.000000	0.000000
162	3189	1	1	0.000000	13.561618	13.561618	0.000000	0.000000
163	308	1	1	0.000000	14.051948	14.051948	0.000000	0.000000
164	32927	1	1	0.000000	13.728095	13.728095	0.000000	0.000000
165	20430	1	0	0.000000	13.630984	13.630984	0.000000	0.000000
166	12790	1	1	0.000000	14.070602	14.070602	0.000000	0.000000
167	6804	1	1	0.000000	13.595679	13.595679	0.000000	0.000000
168	7448	1	1	0.000000	13.661251	13.661251	0.000000	0.000000
169	5146	1	2	0.000000	13.788185	13.788185	0.000000	0.000000
170	999	1	1	0.000000	14.151151	14.151151	0.000000	0.000000
171	662	3	1	0.000000	68.871601	68.871601	0.000000	0.000000
172	6778	1	1	0.000000	13.692830	13.692830	0.000000	0.000000
173	1936	1	1	0.000000	13.975207	13.975207	0.000000	0.000000
174	12652	1	1	0.000000	13.677758	13.677758	0.000000	0.000000
175	7623	1	1	0.000000	13.466614	13.466614	0.000000	0.000000
176	5348	1	1	0.000000	13.611070	13.611070	0.000000	0.000000
177	10029	1	1	0.000000	13.571941	13.571941	0.000000	0.000000
178	2901	1	1	0.000000	13.861772	13.861772	0.000000	0.000000
179	9386	1	1	0.000000	13.696037	13.696037	0.000000	0.000000
180	18569	1	1	0.000000	13.846195	13.846195	0.000000	0.000000
181	30497	1	1	0.000000	13.818244	13.818244	0.000000	0.000000
182	10389	1	1	0.000000	13.733661	13.733661	0.000000	0.000000
183	16498	1	1	0.000000	13.804219	13.804219	0.000000	0.000000
184	571	1	2	0.000000	69.113835	69.113835	0.000000	0.000000
185	7432	1	1	0.000000	14.121233	14.121233	0.000000	0.000000
186	25732	1	1	0.000000	13.719726	13.719726	0.000000	0.000000
187	17791	1	1	0.000000	13.806869	13.806869	0.000000	0.000000
188	153	2	1	0.000000	26.738562	25.254902	0.000000	0.000000
189	2363	1	1	0.000000	14.024122	14.024122	0.000000	0.000000
190	15534	1	1	0.000000	13.861787	13.861787	0.000000	0.000000
191	8825	1	1	0.000000	13.587195	13.587195	0.000000	0.000000
192	9495	1	1	0.000000	14.077725	14.077725	0.000000	0.000000
193	10339	1	0	0.000000	13.708869	13.708869	0.000000	0.000000
194	8689	0	1	0.000000	13.615261	13.615261	0.000000	0.000000
195	6760	1	1	0.000000	13.805473	13.805473	0.000000	0.000000
196	5204	1	1	0.000000	13.656226	13.656226	0.000000	0.000000
197	877	1	1	0.000000	14.449259	14.449259	0.000000	0.000000
198	22843	1	1	0.000000	13.859169	13.859169	0.000000	0.000000
199	14350	1	1	0.000000	13.715401	13.715401	0.000000	0.000000
200	32741	1	1	0.000000	13.660395	13.660395	0.000000	0.000000
201	1771	1	1	0.000000	14.166008	14.166008	0.000000	0.000000
202	48	1	1	0.000000	15.541667	15.541667	0.000000	0.000000
203	6225	1	1	0.000000	13.625221	13.625221	0.000000	0.000000
204	16127	1	1	0.000000	13.966826	13.966826	0.000000	0.000000
205	8016	1	1	0.000000	13.671781	13.671781	0.000000	0.000000
206	5673	1	1	0.000000	13.765732	13.765732	0.000000	0.000000
207	2	0	0	0.000000	31.500000	31.500000	0.000000	0.000000
208	48622	1	1	0.000000	13.707355	13.707355	0.000000	0.000000
209	19627	1	1	0.000000	13.805523	13.805523	0.000000	0.000000
210	23859	1	1	0.000000	13.802632	13.802632	0.000000	0.000000
211	4039	1	1	0.000000	13.908393	13.908393	0.000000	0.000000
212	17009	1	1	0.000000	13.749838	13.749838	0.000000	0.000000
213	8585	0	1	0.000000	13.931275	13.931275	0.000000	0.000000
214	19150	1	1	0.000000	13.650026	13.650026	0.000000	0.000000
215	6052	1	1	0.000000	13.510575	13.510575	0.000000	0.000000
216	9649	1	1	0.000000	13.808063	13.808063	0.000000	0.000000
217	20783	1	1	0.000000	13.835972	13.835972	0.000000	0.000000
218	17	1	3	0.000000	128.705882	128.705882	0.000000	0.000000
219	12361	1	1	0.000000	13.847585	13.847585	0.000000	0.000000
220	8203	1	1	0.000000	13.635255	13.635255	0.000000	0.000000
221	2682	1	1	0.000000	14.321029	14.321029	0.000000	0.000000
222	14712	1	1	0.000000	13.885672	13.885672	0.000000	0.000000
223	3025	1	1	0.000000	14.454876	14.454876	0.000000	0.000000
224	2776	1	1	0.000000	14.249280	14.249280	0.000000	0.000000
225	4739	1	1	0.000000	13.655835	13.655835	0.000000	0.000000
226	1	1	2	0.000000	29.000000	29.000000	0.000000	0.000000
227	1	1	3	0.000000	128.000000	128.000000	0.000000	0.000000
228	1	1	4	0.000000	284.000000	151.000000	0.000000	0.000000
229	1	2	3	0.000000	342.000000	210.000000	0.000000	0.000000
230	1	1	5	0.000000	415.000000	274.000000	0.000000	0.000000
231	1	1	3	0.000000	448.000000	293.000000	0.000000	0.000000
232	1	1	3	0.000000	548.000000	548.000000	0.000000	0.000000
233	7	2	3	0.000000	614.714286	614.714286	0.000000	0.000000
234	4132	1	1	0.000000	13.513795	13.513795	0.000000	0.000000
235	18968	1	1	0.000000	13.967946	13.967946	0.000000	0.000000
236	5744	1	1	0.000000	13.746692	13.746692	0.000000	0.000000
237	6868	1	1	0.000000	13.637886	13.637886	0.000000	0.000000
238	15721	1	1	0.000000	13.828637	13.828637	0.000000	0.000000
239	2629	1	1	0.000000	13.955877	13.955877	0.000000	0.000000
240	8856	1	1	0.000000	13.852755	13.852755	0.000000	0.000000
241	14953	0	1	0.000000	13.708420	13.708420	0.000000	0.000000
242	3526	1	1	0.000000	13.284458	13.284458	0.000000	0.000000
243	7273	1	1	0.000000	13.683487	13.683487	0.000000	0.000000
244	4124	1	1	0.000000	13.584384	13.584384	0.000000	0.000000
245	974	1	1	0.000000	13.144764	13.144764	0.000000	0.000000
246	1522	1	1	0.000000	13.877792	13.877792	0.000000	0.000000
247	473	2	2	0.000000	96.065539	96.065539	0.000000	0.000000
248	12501	1	1	0.000000	13.758659	13.758659	0.000000	0.000000
249	4358	1	1	0.000000	13.720514	13.720514	0.000000	0.000000
250	6775	1	1	0.000000	13.421845	13.421845	0.000000	0.000000
251	2301	1	1	0.000000	13.637983	13.637983	0.000000	0.000000
252	7803	1	1	0.000000	13.657952	13.657952	0.000000	0.000000
253	88	1	1	0.000000	12.125000	12.125000	0.000000	0.000000
254	17	2	2	0.000000	26.117647	26.117647	0.000000	0.000000
255	2707	1	1	0.000000	13.547100	13.547100	0.000000	0.000000
256	9077	1	1	0.000000	14.023907	14.023907	0.000000	0.000000
257	9928	1	1	0.000000	13.908944	13.908944	0.000000	0.000000
258	35300	1	1	0.000000	13.833173	13.833173	0.000000	0.000000
259	1405	1	1	0.000000	13.672598	13.672598	0.000000	0.000000
260	2015	1	1	0.000000	14.049132	14.049132	0.000000	0.000000
261	1042	1	1	0.000000	12.565259	12.565259	0.000000	0.000000
262	10226	1	1	0.000000	13.898201	13.898201	0.000000	0.000000
263	6184	1	1	0.000000	13.819373	13.819373	0.000000	0.000000
264	9455	1	1	0.000000	13.825489	13.825489	0.000000	0.000000
265	1114	1	1	0.000000	13.491023	13.491023	0.000000	0.000000
266	19345	1	1	0.000000	13.796433	13.796433	0.000000	0.000000
267	5947	1	1	0.000000	13.501597	13.501597	0.000000	0.000000
268	8741	1	1	0.000000	13.428898	13.428898	0.000000	0.000000
269	1386	1	1	0.000000	13.260462	13.260462	0.000000	0.000000
270	6749	1	1	0.000000	13.749741	13.749741	0.000000	0.000000
271	3272	1	1	0.000000	14.185513	14.185513	0.000000	0.000000
272	1784	1	1	0.000000	13.630605	13.630605	0.000000	0.000000
273	9844	1	1	0.000000	13.879114	13.879114	0.000000	0.000000
274	471	1	1	0.000000	14.685775	14.685775	0.000000	0.000000
275	9888	1	1	0.000000	13.688107	13.688107	0.000000	0.000000
276	7068	1	1	0.000000	13.748585	13.748585	0.000000	0.000000
277	8651	1	1	0.000000	13.583748	13.583748	0.000000	0.000000
278	6499	1	1	0.000000	13.563779	13.563779	0.000000	0.000000
279	13023	1	1	0.000000	13.698226	13.698226	0.000000	0.000000
280	13287	1	1	0.000000	13.885377	13.885377	0.000000	0.000000
281	14724	1	1	0.000000	13.943629	13.943629	0.000000	0.000000
282	15005	1	1	0.000000	13.920027	13.920027	0.000000	0.000000
283	8296	1	1	0.000000	13.775434	13.775434	0.000000	0.000000
284	1140	1	1	0.000000	13.657018	13.657018	0.000000	0.000000
285	5580	1	1	0.000000	13.690681	13.690681	0.000000	0.000000
286	9482	1	1	0.000000	13.767665	13.767665	0.000000	0.000000
287	2444	1	1	0.000000	13.849427	13.849427	0.000000	0.000000
288	8324	1	1	0.000000	14.058986	14.058986	0.000000	0.000000
289	9768	1	1	0.000000	13.773649	13.773649	0.000000	0.000000
290	28706	1	1	0.000000	13.908904	13.908904	0.000000	0.000000
291	4096	1	1	0.000000	14.082031	14.082031	0.000000	0.000000
292	7653	1	1	0.000000	13.603815	13.603815	0.000000	0.000000
293	4292	1	1	0.000000	13.873719	13.873719	0.000000	0.000000
294	3880	1	1	0.000000	13.867010	13.867010	0.000000	0.000000
295	6643	1	1	0.000000	14.004667	14.004667	0.000000	0.000000
296	102	1	1	0.000000	139.352941	139.352941	0.000000	0.000000
297	9	2	2	0.000000	144.555556	144.555556	0.000000	0.000000
298	3725	1	1	0.000000	14.088322	14.088322	0.000000	0.000000
299	2007	1	1	0.000000	14.064275	14.064275	0.000000	0.000000
300	14982	1	1	0.000000	13.994727	13.994727	0.000000	0.000000
301	1875	1	1	0.000000	13.516800	13.516800	0.000000	0.000000
302	9	1	1	0.000000	39.000000	31.000000	0.000000	0.000000
303	14	1	2	0.000000	79.857143	49.428571	0.000000	0.000000
304	3232	1	1	0.000000	13.954827	13.954827	0.000000	0.000000
305	7752	1	1	0.000000	13.615325	13.615325	0.000000	0.000000
306	14086	1	1	0.000000	13.738819	13.738819	0.000000	0.000000
307	686	3	2	0.000000	97.416910	97.416910	0.000000	0.000000
308	27983	1	1	0.000000	13.790766	13.790766	0.000000	0.000000
309	30252	1	1	0.000000	13.879578	13.879578	0.000000	0.000000
310	3394	1	1	0.000000	14.532115	14.532115	0.000000	0.000000
311	7089	1	1	0.000000	13.784032	13.784032	0.000000	0.000000
312	2132	1	1	0.000000	14.744371	14.744371	0.000000	0.000000
313	20	1	1	0.000000	12.950000	12.950000	0.000000	0.000000
314	1	2	2	0.000000	48.000000	29.000000	0.000000	0.000000
315	39237	1	1	0.000000	13.911104	13.911104	0.000000	0.000000
316	2773	1	1	0.000000	13.573747	13.573747	0.000000	0.000000
317	6675	1	1	0.000000	13.506517	13.506517	0.000000	0.000000
318	1431	1	1	0.000000	13.988120	13.988120	0.000000	0.000000
319	885	1	1	0.000000	14.024859	14.024859	0.000000	0.000000
320	3	0	0	0.000000	41.333333	41.333333	0.000000	0.000000
321	504	1	0	0.000000	12.654762	12.654762	0.000000	0.000000
322	7283	1	1	0.000000	13.869559	13.869559	0.000000	0.000000
323	133	2	2	0.000000	39.368421	32.218045	0.000000	0.000000
324	504	1	1	0.000000	13.452381	13.452381	0.000000	0.000000
325	9528	1	1	0.000000	13.945529	13.945529	0.000000	0.000000
326	4433	0	1	0.000000	13.829235	13.829235	0.000000	0.000000
327	3190	1	1	0.000000	13.982132	13.982132	0.000000	0.000000
328	7944	1	1	0.000000	13.957578	13.957578	0.000000	0.000000
329	5675	1	1	0.000000	13.494097	13.494097	0.000000	0.000000
330	14	2	2	0.000000	44.214286	35.785714	0.000000	0.000000
331	8409	1	1	0.000000	13.491022	13.491022	0.000000	0.000000
332	10896	1	1	0.000000	13.785518	13.785518	0.000000	0.000000
333	10099	1	1	0.000000	14.258639	5.764036	0.000000	0.000000
334	6553	1	1	0.000000	13.860369	13.860369	0.000000	0.000000
335	7979	1	1	0.000000	14.045118	14.045118	0.000000	0.000000
336	3876	1	1	0.000000	13.463622	13.463622	0.000000	0.000000
337	660	1	1	0.000000	13.931818	13.931818	0.000000	0.000000
338	7444	1	1	0.000000	13.772569	13.772569	0.000000	0.000000
339	4566	1	1	0.000000	14.038546	14.038546	0.000000	0.000000
340	10630	1	1	0.000000	13.897648	13.897648	0.000000	0.000000
341	15612	1	1	0.000000	13.903600	13.903600	0.000000	0.000000
342	11303	1	1	0.000000	13.768822	13.768822	0.000000	0.000000
343	5004	1	1	0.000000	13.691247	13.691247	0.000000	0.000000
344	1306	1	1	0.000000	14.065084	14.065084	0.000000	0.000000
345	11262	1	1	0.000000	13.583822	13.583822	0.000000	0.000000
346	10947	1	1	0.000000	13.928200	13.928200	0.000000	0.000000
347	13187	1	1	0.000000	13.761204	13.761204	0.000000	0.000000
348	14173	1	1	0.000000	13.622028	13.622028	0.000000	0.000000
349	1445	1	1	0.000000	13.959170	13.959170	0.000000	0.000000
350	3439	1	1	0.000000	13.653388	13.653388	0.000000	0.000000
351	23970	1	1	0.000000	13.761327	13.761327	0.000000	0.000000
352	409	1	1	0.000000	14.704156	14.704156	0.000000	0.000000
353	7125	1	1	0.000000	13.648000	13.648000	0.000000	0.000000
354	1725	1	1	0.000000	13.550145	13.550145	0.000000	0.000000
355	18536	1	1	0.000000	13.645015	13.645015	0.000000	0.000000
356	32300	1	1	0.000000	13.919412	13.919412	0.000000	0.000000
357	1216	1	1	0.000000	14.437500	14.437500	0.000000	0.000000
358	9866	1	1	0.000000	13.891851	13.891851	0.000000	0.000000
359	6800	1	1	0.000000	13.818824	13.818824	0.000000	0.000000
360	3509	1	1	0.000000	13.709604	13.709604	0.000000	0.000000
361	15775	1	1	0.000000	13.805705	13.805705	0.000000	0.000000
362	4911	1	1	0.000000	13.844024	13.844024	0.000000	0.000000
363	625	1	3	0.000000	84.134400	84.134400	0.000000	0.000000
364	16389	1	1	0.000000	13.809689	13.809689	0.000000	0.000000
365	12101	1	1	0.000000	14.002644	14.002644	0.000000	0.000000
366	4682	1	1	0.000000	13.718283	13.718283	0.000000	0.000000
367	3579	1	1	0.000000	13.848282	13.848282	0.000000	0.000000
368	2552	1	1	0.000000	13.537226	13.537226	0.000000	0.000000
369	1	0	0	0.000000	36.000000	36.000000	0.000000	0.000000
370	3970	1	1	0.000000	13.849370	13.849370	0.000000	0.000000
371	2437	1	1	0.000000	13.365613	13.365613	0.000000	0.000000
372	5796	1	1	0.000000	13.509489	13.509489	0.000000	0.000000
373	21250	1	1	0.000000	13.541694	13.541694	0.000000	0.000000
374	3250	1	1	0.000000	13.766154	13.766154	0.000000	0.000000
375	1159	1	1	0.000000	13.075065	13.075065	0.000000	0.000000
376	2719	1	1	0.000000	14.212946	14.212946	0.000000	0.000000
377	6570	1	1	0.000000	13.697260	13.697260	0.000000	0.000000
378	1	4	1	0.000000	304.000000	304.000000	0.000000	0.000000
379	3	2	1	0.000000	31.333333	31.333333	0.000000	0.000000
380	13259	1	1	0.000000	13.904895	13.904895	0.000000	0.000000
381	3959	1	0	0.000000	13.314473	13.314473	0.000000	0.000000
382	9686	1	1	0.000000	14.162296	14.162296	0.000000	0.000000
383	5164	1	1	0.000000	14.052866	14.052866	0.000000	0.000000
384	1426	1	1	0.000000	13.572230	13.572230	0.000000	0.000000
385	2723	1	1	0.000000	13.514873	13.514873	0.000000	0.000000
386	2062	1	1	0.000000	15.353540	14.824927	0.000000	0.000000
387	9828	1	1	0.000000	13.651201	13.651201	0.000000	0.000000
388	5556	1	0	0.000000	13.706983	13.706983	0.000000	0.000000
389	3572	1	1	0.000000	14.073908	14.073908	0.000000	0.000000
390	178	1	1	0.000000	15.095506	15.095506	0.000000	0.000000
391	1887	1	1	0.000000	13.998410	13.998410	0.000000	0.000000
392	293	1	1	0.000000	16.218430	16.218430	0.000000	0.000000
393	10502	1	1	0.000000	13.712341	13.712341	0.000000	0.000000
394	312	1	1	0.000000	12.483974	12.483974	0.000000	0.000000
395	1917	1	1	0.000000	14.061033	14.061033	0.000000	0.000000
396	6145	1	1	0.000000	13.841497	13.841497	0.000000	0.000000
397	2881	1	1	0.000000	13.717459	13.717459	0.000000	0.000000
398	3027	1	1	0.000000	13.801123	13.801123	0.000000	0.000000
399	3809	1	1	0.000000	13.862431	13.862431	0.000000	0.000000
400	759	1	1	0.000000	14.295125	14.295125	0.000000	0.000000
401	1869	1	1	0.000000	13.321562	13.321562	0.000000	0.000000
402	5096	1	1	0.000000	13.703689	13.703689	0.000000	0.000000
403	1465	1	1	0.000000	14.794539	14.794539	0.000000	0.000000
404	9618	1	1	0.000000	13.744541	13.744541	0.000000	0.000000
405	8419	0	1	0.000000	13.939423	13.939423	0.000000	0.000000
406	10817	1	1	0.000000	13.973653	13.973653	0.000000	0.000000
407	137	1	1	0.000000	11.802920	11.802920	0.000000	0.000000
408	19	1	3	0.000000	81.578947	81.578947	0.000000	0.000000
409	51	2	2	0.000000	96.313725	77.294118	0.000000	0.000000
410	39	1	1	0.000000	82.666667	60.461538	0.000000	0.000000
411	6182	1	1	0.000000	13.964575	13.964575	0.000000	0.000000
412	6876	1	1	0.000000	13.721495	13.721495	0.000000	0.000000
413	8938	1	1	0.000000	14.094093	12.397628	0.000000	0.000000
414	2291	1	1	0.000000	13.652990	13.652990	0.000000	0.000000
415	3505	1	1	0.000000	13.717261	13.717261	0.000000	0.000000
416	286	1	1	0.000000	13.342657	13.342657	0.000000	0.000000
417	719	0	1	0.000000	12.347705	12.347705	0.000000	0.000000
418	4381	1	1	0.000000	13.836567	13.836567	0.000000	0.000000
419	5345	1	1	0.000000	13.891674	13.891674	0.000000	0.000000
420	4655	1	1	0.000000	13.549731	13.549731	0.000000	0.000000
421	3632	1	1	0.000000	13.361509	13.361509	0.000000	0.000000
422	4849	1	0	0.000000	13.922252	13.922252	0.000000	0.000000
423	6102	1	1	0.000000	13.915110	13.915110	0.000000	0.000000
424	5922	1	1	0.000000	13.757345	13.757345	0.000000	0.000000
425	12383	1	1	0.000000	13.712348	13.712348	0.000000	0.000000
426	3544	1	1	0.000000	13.807844	13.807844	0.000000	0.000000
427	3061	1	1	0.000000	13.909833	13.909833	0.000000	0.000000
428	967	1	1	0.000000	12.795243	12.795243	0.000000	0.000000
429	1847	1	1	0.000000	13.730374	13.730374	0.000000	0.000000
430	56	2	3	0.000000	83.857143	83.857143	0.000000	0.000000
431	2	3	1	0.000000	45.000000	45.000000	0.000000	0.000000
432	63	1	1	0.000000	12.492063	12.492063	0.000000	0.000000
433	1047	2	2	0.000000	27.343840	26.590258	0.000000	0.000000
434	4137	1	2	0.000000	14.443558	14.443558	0.000000	0.000000
435	4	2	1	0.000000	26.000000	26.000000	0.000000	0.000000
436	10	1	1	0.000000	16.500000	16.500000	0.000000	0.000000
437	1	2	2	0.000000	38.000000	38.000000	0.000000	0.000000
438	37	1	1	0.000000	14.189189	14.189189	0.000000	0.000000
439	1	2	1	0.000000	84.000000	84.000000	0.000000	0.000000
440	1	2	1	0.000000	68.000000	68.000000	0.000000	0.000000
441	1	2	1	0.000000	46.000000	46.000000	0.000000	0.000000
442	1	2	1	0.000000	30.000000	30.000000	0.000000	0.000000
443	18	1	1	0.000000	14.111111	14.111111	0.000000	0.000000
444	1501	1	1	0.000000	13.927382	13.927382	0.000000	0.000000
445	2125	1	1	0.000000	13.674824	13.674824	0.000000	0.000000
446	6853	1	1	0.000000	13.558296	13.558296	0.000000	0.000000
447	4241	1	1	0.000000	13.333176	13.333176	0.000000	0.000000
448	8620	1	1	0.000000	13.287239	13.287239	0.000000	0.000000
449	3091	1	1	0.000000	13.750566	13.750566	0.000000	0.000000
450	5032	1	1	0.000000	13.583665	13.583665	0.000000	0.000000
451	7455	1	1	0.000000	13.885312	13.885312	0.000000	0.000000
452	847	1	1	0.000000	13.625738	13.625738	0.000000	0.000000
453	10848	1	1	0.000000	13.379609	13.379609	0.000000	0.000000
454	5286	1	1	0.000000	13.837117	13.837117	0.000000	0.000000
455	1635	1	1	0.000000	13.702752	13.702752	0.000000	0.000000
456	59	2	2	0.000000	56.898305	56.898305	0.000000	0.000000
457	1552	1	1	0.000000	13.568299	13.568299	0.000000	0.000000
458	7046	1	1	0.000000	13.482401	13.482401	0.000000	0.000000
459	3083	1	1	0.000000	14.007136	14.007136	0.000000	0.000000
460	2531	1	1	0.000000	13.348479	13.348479	0.000000	0.000000
461	70	1	2	0.000000	30.528571	26.342857	0.000000	0.000000
462	843	1	1	0.000000	13.300119	13.300119	0.000000	0.000000
463	4121	1	1	0.000000	13.829653	13.829653	0.000000	0.000000
464	3801	1	1	0.000000	13.475138	13.475138	0.000000	0.000000
465	533	1	1	0.000000	12.878049	12.878049	0.000000	0.000000
466	3567	1	1	0.000000	13.769835	13.769835	0.000000	0.000000
467	7345	1	1	0.000000	13.753165	13.753165	0.000000	0.000000
468	4907	1	1	0.000000	13.589566	13.589566	0.000000	0.000000
469	11357	1	1	0.000000	13.936867	13.936867	0.000000	0.000000
470	1410	1	1	0.000000	13.353191	13.353191	0.000000	0.000000
471	143	4	1	0.000000	140.181818	137.531469	0.000000	0.000000
472	4625	1	1	0.000000	14.077838	14.077838	0.000000	0.000000
473	39	1	1	0.000000	13.974359	13.974359	0.000000	0.000000
474	4	2	1	0.000000	69.000000	69.000000	0.000000	0.000000
475	1	2	1	0.000000	56.000000	56.000000	0.000000	0.000000
476	1	2	1	0.000000	29.000000	29.000000	0.000000	0.000000
477	4	2	2	0.000000	35.750000	35.750000	0.000000	0.000000
478	1861	1	1	0.000000	13.742611	13.742611	0.000000	0.000000
479	1477	1	1	0.000000	13.190251	13.190251	0.000000	0.000000
480	2543	1	1	0.000000	13.988203	13.988203	0.000000	0.000000
481	8164	1	1	0.000000	13.549486	13.549486	0.000000	0.000000
482	116	1	2	0.000000	29.405172	29.405172	0.000000	0.000000
483	9962	1	1	0.000000	13.801245	13.801245	0.000000	0.000000
484	1090	1	1	0.000000	13.632110	13.632110	0.000000	0.000000
485	4239	1	1	0.000000	13.918613	13.918613	0.000000	0.000000
486	9658	1	1	0.000000	13.646407	13.646407	0.000000	0.000000
487	1666	1	1	0.000000	13.841537	13.841537	0.000000	0.000000
488	2453	1	1	0.000000	13.319201	13.319201	0.000000	0.000000
489	192	2	2	0.000000	146.989583	138.005208	0.000000	0.000000
490	3415	1	1	0.000000	13.373939	13.373939	0.000000	0.000000
491	29	1	1	0.000000	14.172414	14.172414	0.000000	0.000000
492	6	3	3	0.000000	38.666667	38.666667	0.000000	0.000000
493	8	1	1	0.000000	12.750000	12.750000	0.000000	0.000000
494	2912	1	1	0.000000	13.497596	13.497596	0.000000	0.000000
495	160	1	1	0.000000	14.206250	14.206250	0.000000	0.000000
496	95	1	1	0.000000	14.052632	14.052632	0.000000	0.000000
497	832	1	1	0.000000	14.623798	14.623798	0.000000	0.000000
498	14	1	1	0.000000	18.071429	18.071429	0.000000	0.000000
499	165	1	1	0.000000	13.787879	13.787879	0.000000	0.000000
500	5339	1	1	0.000000	13.791909	13.791909	0.000000	0.000000
501	160	1	1	0.000000	12.618750	12.618750	0.000000	0.000000
502	3747	1	1	0.000000	13.571657	13.571657	0.000000	0.000000
503	56	2	3	0.000000	52.946429	52.946429	0.000000	0.000000
504	3023	0	1	0.000000	14.363546	14.363546	0.000000	0.000000
505	821	1	1	0.000000	13.181486	13.181486	0.000000	0.000000
506	48	1	2	0.000000	34.250000	34.250000	0.000000	0.000000
507	9	2	2	0.000000	56.333333	56.333333	0.000000	0.000000
508	325	1	1	0.000000	13.587692	13.587692	0.000000	0.000000
509	3325	1	1	0.000000	13.873383	13.873383	0.000000	0.000000
510	5166	1	1	0.000000	13.763066	13.763066	0.000000	0.000000
511	1532	1	1	0.000000	14.263055	14.263055	0.000000	0.000000
512	7	2	2	0.000000	25.142857	25.142857	0.000000	0.000000
513	1	1	3	0.000000	70.000000	70.000000	0.000000	0.000000
514	2	1	2	0.000000	82.000000	82.000000	0.000000	0.000000
515	1	1	2	0.000000	634.000000	634.000000	0.000000	0.000000
516	1	2	2	0.000000	673.000000	673.000000	0.000000	0.000000
517	2788	1	1	0.000000	13.746055	13.746055	0.000000	0.000000
518	384	1	1	0.000000	13.575521	13.575521	0.000000	0.000000
519	3155	1	1	0.000000	13.541997	13.541997	0.000000	0.000000
520	20	1	2	0.000000	39.850000	32.500000	0.000000	0.000000
521	35	2	2	0.000000	49.028571	39.600000	0.000000	0.000000
522	1	1	2	0.000000	83.000000	56.000000	0.000000	0.000000
523	1	1	2	0.000000	116.000000	116.000000	0.000000	0.000000
524	7135	1	1	0.000000	13.518851	13.518851	0.000000	0.000000
525	16	1	1	0.000000	14.500000	14.500000	0.000000	0.000000
526	3	2	3	0.000000	91.000000	91.000000	0.000000	0.000000
527	1	1	2	0.000000	48.000000	48.000000	0.000000	0.000000
528	3	1	3	0.000000	138.333333	138.333333	0.000000	0.000000
529	1029	1	1	0.000000	13.690962	13.690962	0.000000	0.000000
530	408	2	2	0.000000	151.115196	145.414216	0.000000	0.000000
531	74	1	2	0.000000	30.081081	30.081081	0.000000	0.000000
532	700	1	1	0.000000	12.932857	12.932857	0.000000	0.000000
533	3178	1	1	0.000000	14.388609	14.388609	0.000000	0.000000
534	75	1	1	0.000000	15.373333	15.373333	0.000000	0.000000
535	1912	1	1	0.000000	13.958682	13.958682	0.000000	0.000000
536	116	1	2	0.000000	41.991379	41.991379	0.000000	0.000000
537	556	1	1	0.000000	13.546763	13.546763	0.000000	0.000000
538	8	2	2	0.000000	49.250000	49.250000	0.000000	0.000000
539	690	1	1	0.000000	14.056522	14.056522	0.000000	0.000000
540	2118	1	1	0.000000	13.560434	13.560434	0.000000	0.000000
541	231	1	1	0.000000	13.943723	13.943723	0.000000	0.000000
542	464	1	1	0.000000	13.780172	13.780172	0.000000	0.000000
543	58	2	2	0.000000	46.000000	46.000000	0.000000	0.000000
544	220	1	1	0.000000	15.177273	15.177273	0.000000	0.000000
545	3	2	2	0.000000	18.333333	18.333333	0.000000	0.000000
546	3616	1	1	0.000000	13.852876	13.852876	0.000000	0.000000
547	1	2	2	0.000000	50.000000	50.000000	0.000000	0.000000
548	2	2	2	0.000000	32.000000	32.000000	0.000000	0.000000
549	300	1	1	0.000000	13.663333	13.663333	0.000000	0.000000
550	3	2	2	0.000000	46.000000	46.000000	0.000000	0.000000
551	3	2	1	0.000000	29.000000	29.000000	0.000000	0.000000
552	87	1	2	0.000000	28.000000	25.091954	0.000000	0.000000
553	10	2	2	0.000000	64.000000	64.000000	0.000000	0.000000
554	871	1	1	0.000000	13.588978	13.588978	0.000000	0.000000
555	1185	0	1	0.000000	13.944304	13.944304	0.000000	0.000000
556	67	2	2	0.000000	55.507463	52.328358	0.000000	0.000000
557	2108	1	1	0.000000	13.886622	13.886622	0.000000	0.000000
558	304	2	2	0.000000	38.917763	34.483553	0.000000	0.000000
559	97	1	1	0.000000	29.463918	29.463918	0.000000	0.000000
560	964	1	1	0.000000	13.698133	13.698133	0.000000	0.000000
561	111	1	1	0.000000	15.333333	15.333333	0.000000	0.000000
562	3129	1	1	0.000000	14.116012	14.116012	0.000000	0.000000
563	76	2	1	0.000000	31.736842	31.736842	0.000000	0.000000
564	56	2	3	0.000000	63.517857	63.517857	0.000000	0.000000
565	1163	1	1	0.000000	13.472915	13.472915	0.000000	0.000000
566	54	1	1	0.000000	138.370370	138.370370	0.000000	0.000000
567	23	1	1	0.000000	106.130435	47.173913	0.000000	0.000000
568	2	1	2	0.000000	117.500000	117.500000	0.000000	0.000000
569	5563	1	1	0.000000	13.657739	13.657739	0.000000	0.000000
